header,score,dist_natc_tend,dist_natc_tend_rev,dist_natc_subopt
5s_Zymomonas-mobilis-1,-20.58,30.02,33.17,36.32
5s_Deinococcus-radiodurans-2,-20.63,22.42,36.79,9.83
5s_Dehalococcoides-ethenogenes-1,-20.67,45.00,59.76,54.57
5s_Fusarium-asiaticum-6,-20.69,15.94,16.28,10.85
5s_Fusarium-lunulosporum-7,-20.69,15.94,16.28,10.85
5s_Dryopteris-acuminata-1,-20.99,32.80,70.97,6.44
5s_Loofah-witches-broom-phytoplasma-1,-21.02,20.33,20.00,19.97
5s_Araneus-diadematus-1,-21.04,17.78,16.43,15.87
5s_Emplectonema-gracile-2,-21.24,31.72,57.74,16.18
5s_Bacteroides-fragilis-1,-21.31,29.78,29.46,38.57
5s_Bacteroides-fragilis-4,-21.31,29.78,29.46,38.57
5s_Bacteroides-fragilis-5,-21.31,29.78,29.46,38.57
5s_Escherichia-coli-2,-21.35,41.79,46.13,57.89
5s_Caulobacter-sp.-2,-21.40,39.43,51.89,45.00
5s_Filobasidiella-depauperata-1,-21.45,19.05,22.98,12.72
5s_Escherichia-coli-3,-21.73,39.52,39.30,57.52
5s_Salmonella-enterica-3,-21.73,39.52,39.30,57.52
5s_Salmonella-enterica-5,-21.73,39.52,39.30,57.52
5s_Halorubrum-distributum-4,-21.81,18.72,28.77,5.60
5s_Halorubrum-terrestre-2,-21.81,18.72,28.77,5.60
5s_Ralstonia-solanacearum-2,-21.84,23.01,23.06,24.13
5s_Fellomyces-penicillatus-1,-21.84,30.53,63.66,6.09
5s_Chlamydomonas-reinhardtii-1,-21.85,36.37,48.08,39.19
5s_Rhodosporidium-toruloides-1,-21.93,22.26,40.74,4.12
5s_Pyrenophora-graminea-1,-21.94,23.12,23.20,24.22
5s_Cryptococcus-neoformans-2,-22.06,21.09,36.34,4.87
5s_Methylococcus-capsulatus-1,-22.19,26.76,31.30,26.80
5s_Acinetobacter-sp.-1,-22.22,22.28,27.17,17.46
5s_Vibrio-parahaemolyticus-4,-22.24,21.03,20.10,20.75
5s_Salmonella-enterica-1,-22.28,40.04,40.38,57.46
5s_Salmonella-enterica-6,-22.28,40.04,40.38,57.46
5s_Salmonella-typhimurium-1,-22.28,40.04,40.38,57.46
5s_Emericella-nidulans-2,-22.45,9.20,1.89,3.25
5s_Coemansia-mojavensis-1,-22.52,23.64,25.84,22.54
5s_Candidatus-Portiera-aleyrodidarum-1,-22.56,25.52,28.25,25.75
5s_Micrococcus-luteus-1,-22.74,27.90,26.20,34.77
5s_Bursaphelenchus-mucronatus-1,-22.76,44.37,55.86,54.49
5s_Rhodobacter-sphaeroides-1,-22.96,37.11,42.68,45.68
5s_Fusarium-cerealis-7,-23.24,15.94,13.71,10.86
5s_Methanosarcina-vacuolata-1,-23.25,41.33,70.12,30.64
5s_Thermococcus-kodakarensis-2,-23.37,19.37,29.97,4.77
5s_Prasinocladus-sp.-1,-23.55,28.25,29.62,31.58
5s_Rubrivivax-gelatinosus-1,-23.71,18.17,16.41,14.39
5s_Mycoplasma-capricolum-1,-23.92,31.14,36.52,32.99
5s_Salmonella-enterica-4,-23.97,33.57,19.43,57.30
5s_Bacillus-anthracis-6,-24.06,41.41,72.64,27.52
5s_Streptococcus-mutans-3,-24.32,38.26,42.97,47.49
5s_Mytilus-edulis-1,-24.32,19.18,28.69,4.52
5s_Mytilus-galloprovincialis-2,-24.32,19.18,28.69,4.52
5s_Mycoplasma-mycoides-3,-24.33,34.04,42.74,35.06
5s_Cunninghamella-elegans-1,-24.52,29.77,34.60,30.18
5s_Azoarcus-sp.-1,-24.53,16.73,14.99,10.67
5s_Photobacterium-damselae-1,-24.68,25.14,25.23,25.51
5s_Leptospira-interrogans-1,-24.71,41.69,47.06,53.30
5s_Leptospira-interrogans-2,-24.71,40.61,43.82,53.30
5s_Emericella-nidulans-4,-24.80,9.93,1.97,3.01
5s_Erwinia-carotovora-1,-24.81,44.89,54.16,55.71
5s_Bacillus-licheniformis-5,-24.88,30.04,23.70,41.55
5s_Leuconostoc-mesenteroides-1,-24.88,22.04,28.90,12.34
5s_Acidovorax-facilis-1,-24.99,16.56,14.36,10.32
5s_Acidovorax-temperans-1,-24.99,16.56,14.36,10.32
5s_Comamonas-testosteroni-1,-24.99,16.56,14.36,10.32
5s_Delftia-acidovorans-1,-24.99,16.56,14.36,10.32
5s_Schizosaccharomyces-pombe-2,-25.02,36.27,55.91,27.88
5s_Fusarium-cerealis-9,-25.07,37.49,30.81,56.59
5s_Fusobacterium-mortiferum-1,-25.11,17.30,18.20,8.60
5s_Vibrio-alginolyticus-1,-25.14,20.61,16.00,20.69
5s_Mytilus-edulis-2,-25.15,20.17,29.93,5.42
5s_Thermus-sp.-2,-25.21,33.54,63.38,12.02
5s_Porphyra-umbilicalis-1,-25.38,27.05,36.42,19.35
5s_Bacillus-clausii-3,-25.44,41.22,50.24,47.98
5s_Rhodobacter-sphaeroides-3,-25.50,28.10,32.67,26.12
5s_Spiroplasma-melliferum-1,-25.69,28.79,36.00,24.70
5s_Mycoplasma-sp.-1,-25.71,31.04,31.62,35.79
5s_Thiomonas-intermedia-1,-25.73,23.26,30.29,13.76
5s_Dugesia-japonica-2,-25.91,32.49,34.33,37.25
5s_Bacillus-cereus-7,-26.05,41.41,70.54,27.64
5s_Bacillus-thuringiensis-3,-26.05,41.41,70.54,27.64
5s_Paracentrotus-lividus-1,-26.07,18.70,26.75,3.27
5s_Pseudocentrotus-depressus-1,-26.07,18.70,26.75,3.27
5s_Silicibacter-pomeroyi-1,-26.16,30.21,41.00,23.48
5s_Mycobacterium-avium-1,-26.17,18.80,23.94,6.28
5s_Erythromicrobium-hydrolyticum-1,-26.26,37.41,45.50,40.48
5s_Phycomyces-blakesleeanus-1,-26.63,24.24,24.00,22.07
5s_Ascobolus-immersus-3,-26.69,26.12,13.29,38.39
5s_Alcaligenes-sp.-1,-26.72,22.45,27.53,13.12
5s_Lemna-minor-1,-26.77,21.54,32.63,5.22
5s_Aurelia_aurita-1,-26.92,30.34,40.49,23.61
5s_Wuchereria-bancrofti-1,-26.98,23.32,26.52,16.47
5s_Campylobacter-jejuni-3,-27.28,22.27,21.53,18.00
5s_Brugia-malayi-1,-27.43,27.89,28.00,28.24
5s_Dirofilaria-immitis-1,-27.43,27.89,28.00,28.24
5s_Vibrio-nereis-1,-27.46,24.46,21.55,24.37
5s_Listeria-monocytogenes-3,-27.53,22.48,19.37,20.54
5s_Brevibacterium-helvolum-1,-27.62,34.84,52.94,23.97
5s_Streptosporangium-roseum-1,-27.64,44.49,51.25,54.59
5s_Thiovulum-sp.-1,-27.67,27.98,29.53,26.75
5s_Planococcus-kocurii-1,-27.76,27.42,26.08,28.43
5s_Acidovorax-delafieldii-1,-27.77,17.65,14.37,10.82
5s_Methanolobus-tindarius-2,-27.79,21.70,30.77,6.54
5s_Vibrio-vulnificus-1,-27.83,20.21,14.00,18.80
5s_Pasteurella-multocida-2,-27.93,15.45,11.65,6.77
5s_Chlorella-pyrenoidosa-1,-28.04,38.65,46.36,41.54
5s_Septobasidium-carestianum-1,-28.05,12.31,4.05,4.82
5s_Taxus-baccata-1,-28.40,43.46,57.13,44.86
5s_Shewanella-oneidensis-1,-28.41,15.18,0.13,16.99
5s_Onchocerca-cervicalis-1,-28.48,28.25,28.02,28.25
5s_Branchiostoma-belcheri-1,-28.48,27.99,31.19,24.32
5s_Thiomonas-perometabolis-1,-28.61,24.56,31.31,13.76
5s_Streptomyces-coelicolor-4,-28.77,14.82,6.52,9.17
5s_Cellulosimicrobium-cellulans-1,-28.84,15.93,10.89,8.07
5s_Candidatus-Tremblaya-princeps-1,-28.90,28.87,49.76,7.93
5s_Seliberia-stellata-1,-29.16,28.33,44.06,11.76
5s_Ascobolus-immersus-4,-29.29,16.66,13.15,7.55
5s_Vitreoscilla-beggiatoides-1,-29.34,30.22,23.72,37.60
5s_Chrysaora-quinquecirrha-1,-29.39,32.77,56.11,12.80
5s_Vitreoscilla-stercoraria-1,-29.43,17.93,12.43,11.93
5s_Saccharomyces-cerevisiae-7,-29.44,25.06,30.20,15.54
5s_Bifidobacterium-longum-3,-29.54,39.75,44.67,45.03
5s_Porphyromonas-gingivalis-1,-29.74,43.78,40.60,60.98
5s_Arthrobacter-globiformis-1,-30.06,35.37,51.86,24.18
5s_Arthrobacter-oxydans-1,-30.06,35.37,51.86,24.18
5s_Artemia-sp.-3,-30.14,27.52,43.17,9.23
5s_Colwellia-psychrerythraea-3,-30.15,42.16,57.48,38.84
5s_Erythrobacter-longus-1,-30.30,19.93,15.52,13.96
5s_Schizosaccharomyces-pombe-4,-30.31,14.42,7.07,5.88
5s_Dicyema-misakiense-1,-30.38,21.04,23.22,9.50
5s_Mycoplasma-sp.-2,-30.45,32.66,31.75,35.79
5s_Salmonella-typhimurium-4,-30.46,43.01,41.33,57.24
5s_Bacteroides-fragilis-3,-30.58,30.21,28.83,31.22
5s_Enchytraeus-albidus-1,-30.62,22.80,33.36,4.42
5s_Borrelia-burgdorferi-1,-30.70,14.36,6.77,5.62
5s_Yersinia-pseudotuberculosis-3,-30.82,23.63,18.83,21.24
5s_Bifidobacterium-longum-1,-30.90,39.87,43.66,45.04
5s_Shigella-flexneri-2,-31.16,51.58,65.28,58.30
5s_Aeromonas-media-1,-31.22,36.10,55.28,21.81
5s_Cystobacter-fuscus-1,-31.41,21.58,20.64,12.68
5s_Halorubrum-distributum-1,-31.56,36.24,66.98,10.19
5s_Erysipelothrix-rhusiopathiae-2,-31.82,39.88,41.66,46.15
5s_Chlamydia-muridarum-1,-31.97,38.46,42.40,41.03
5s_Shigella-flexneri-3,-32.11,48.89,48.75,65.81
5s_Saccharomyces-cerevisiae-6,-32.20,22.80,21.01,15.21
5s_Saccharomyces-pastorianus-1,-32.20,22.80,21.01,15.21
5s_Halorubrum-distributum-3,-32.38,29.31,29.26,26.30
5s_Schizosaccharomyces-pombe-3,-32.46,25.31,38.35,5.13
5s_Desulfurococcus-mobilis-1,-32.48,28.71,32.94,20.73
5s_Vibrio-aestuarianus-1,-32.74,29.69,30.16,26.17
5s_Anaerorhabdus-furcosa-1,-32.74,37.74,38.43,42.04
5s_Rickettsia-prowazekii-1,-32.78,40.57,46.73,42.19
5s_Proasellus-coxalis-1,-32.98,29.86,36.25,20.35
5s_Candidatus-Tremblaya-princeps-3,-33.01,30.14,49.46,7.93
5s_Brachionus-plicatilis-1,-33.05,33.99,64.87,4.03
5s_Xenopus-borealis-1,-33.08,34.95,47.56,24.20
5s_Chlamydophila-caviae-1,-33.53,39.10,40.24,43.52
5s_Haemophilus-influenzae-4,-33.65,17.79,9.24,10.50
5s_Atractiella-solani-1,-33.69,34.18,49.06,19.79
5s_Helianthus-annuus-1,-33.70,20.82,20.07,8.69
5s_Phaseolus-vulgaris-1,-33.70,20.82,20.07,8.69
5s_Drosophila-melanogaster-2,-33.75,28.23,25.27,25.66
5s_Filobasidiella-neoformans-1,-34.01,34.50,44.95,24.55
5s_Mycoplasma-flocculare-1,-34.15,34.66,35.30,34.52
5s_Euglena-gracilis-1,-34.21,35.57,57.76,14.73
5s_Treponema-denticola-1,-34.27,43.90,47.84,49.58
5s_Acholeplasma-laidlawii-1,-34.31,18.82,12.91,9.25
5s_Acheta-domesticus-1,-34.31,19.67,15.20,9.51
5s_Brevibacterium-linens-1,-34.53,42.69,50.91,42.63
5s_Wolbachia-endosymbiont-of-D.-melanogaster-1,-34.65,29.09,26.30,26.32
5s_Pyrococcus-furiosus-1,-34.68,31.95,55.38,5.77
5s_Corynebacterium-diphtheriae-2,-34.68,41.74,48.52,42.02
5s_Calyptogena-magnifica-1,-34.93,23.10,29.85,4.52
5s_Cerastoderma-edule-1,-34.93,23.10,29.85,4.52
5s_Cerastoderma-glaucum-1,-34.93,23.10,29.85,4.52
5s_Methanococcus-voltae-1,-35.22,25.05,27.13,12.79
5s_Pseudonocardia-thermophila-1,-35.31,44.21,42.18,55.15
5s_Acetobacter-aceti-2,-35.32,36.37,36.98,36.81
5s_Meloidogyne-artiellia-1,-35.32,34.07,53.39,13.51
5s_Hemicentrotus-sp.-1,-35.37,22.57,29.07,3.27
5s_Brevibacterium-linens-2,-35.50,49.00,69.88,41.62
5s_Achromobacter-xylosoxidans-1,-35.55,23.04,20.38,13.18
5s_Candida-magnoliae-1,-35.60,15.20,4.00,6.00
5s_Pseudomonas-stutzeri-2,-35.86,28.00,27.16,20.97
5s_Streptomyces-nodosus-3,-35.95,35.11,35.01,34.37
5s_Pseudomonas-stutzeri-1,-36.02,39.60,57.51,25.27
5s_Rhodobacter-capsulatus-1,-36.22,35.22,37.52,31.93
5s_Chlamydia-trachomatis-1,-36.26,39.34,41.01,40.73
5s_Pyrococcus-abyssi-1,-36.48,30.07,27.40,26.34
5s_Corynebacterium-variabile-1,-36.48,40.40,41.32,43.40
5s_Ulva-pertusa-1,-36.49,39.43,35.81,45.99
5s_Lactobacillus-plantarum-2,-36.50,52.26,64.91,55.36
5s_Nocardia-farcinica-1,-36.50,36.90,37.57,36.64
5s_Nocardia-asteroides-1,-36.66,38.80,41.74,38.00
5s_Emericella-nidulans-1,-36.72,33.08,3.49,59.04
5s_Euplotes-eurystomus-1,-36.79,21.57,15.06,12.87
5s_Platymonas-subcordiformis-1,-37.05,33.84,34.95,29.53
5s_Geodermatophilus-obscurus-1,-37.08,35.84,35.14,35.30
5s_Erysipelothrix-tonsillarum-1,-37.09,41.96,41.39,47.38
5s_Pyrococcus-horikoshii-1,-37.35,27.88,32.66,13.61
5s_Pyrococcus-horikoshii-2,-37.35,27.88,32.66,13.61
5s_Methanosarcina-acetivorans-2,-37.66,50.71,64.40,50.07
5s_Rickettsia-conorii-1,-37.76,16.98,1.60,11.57
5s_Clostridium-acetobutylicum-3,-37.81,37.97,42.95,33.14
5s_Candidatus-Tremblaya-princeps-2,-37.92,45.46,49.10,49.36
5s_Vitreoscilla-filiformis-1,-38.31,20.60,11.36,12.14
5s_Corynebacterium-diphtheriae-1,-38.35,41.78,44.95,42.02
5s_Cryptococcus-laurentii-1,-38.58,27.21,36.90,6.16
5s_Pseudomonas-aeruginosa-3,-38.71,25.63,21.17,17.00
5s_Pseudonocardia-hydrocarbonoxydans-1,-38.73,31.14,44.90,9.80
5s_Pseudomonas-syringae-4,-38.80,49.38,54.33,55.01
5s_Endophyllum-sempervivi-1,-38.81,33.76,47.92,14.56
5s_Filobasidium-floriforme-2,-38.81,33.76,47.92,14.56
5s_Arthrobacter-globiformis-2,-38.82,35.11,42.51,24.00
5s_Candida-rugopelliculosa-1,-38.83,32.82,29.24,30.41
5s_Salmonella-enterica-8,-39.26,49.57,52.74,56.70
5s_Desulfovibrio-vulgaris-1,-39.44,33.91,31.01,31.29
5s_Crossiella-cryophila-1,-39.46,38.62,37.00,39.38
5s_Russula-cyanoxantha-1,-39.57,23.06,15.04,14.56
5s_Mycoplasma-hyopneumoniae-2,-39.57,37.98,38.50,35.89
5s_Erysipelothrix-rhusiopathiae-1,-39.61,42.63,42.99,45.31
5s_Vibrio-vulnificus-4,-39.67,24.16,14.00,18.80
5s_Vibrio-parahaemolyticus-1,-40.09,26.16,17.63,20.76
5s_Escherichia-coli-13,-40.20,44.61,35.46,58.18
5s_Halothiobacillus-neapolitanus-1,-40.32,19.39,10.56,7.28
5s_Puccinia-suaveolens-1,-40.55,24.78,24.20,9.60
5s_Corynebacterium-glutamicum-2,-40.58,40.83,44.21,37.69
5s_Clostridium-pasteurianum-1,-40.65,47.33,55.15,46.19
5s_Pasteurella-multocida-1,-40.70,28.28,36.86,7.28
5s_Mycobacterium-smegmatis-1,-40.75,16.25,2.58,5.40
5s_Mycoplasma-hyopneumoniae-1,-40.79,38.35,38.10,36.16
5s_Corynebacterium-glutamicum-1,-40.82,38.97,39.34,36.74
5s_Escherichia-coli-6,-40.90,36.05,35.16,32.09
5s_Streptomyces-nodosus-4,-40.96,25.69,23.66,12.44
5s_Tenebrio-molitor-1,-41.03,21.74,15.20,9.00
5s_Urechis-unicinctus-1,-41.08,24.30,27.33,4.49
5s_Misgurnus-fossilis-14,-41.11,58.43,72.20,61.98
5s_Wolbachia-pipientis-1,-41.13,37.11,36.38,33.81
5s_Weissella-viridescens-1,-41.15,40.01,39.95,38.93
5s_Sporosarcina-pasteurii-1,-41.21,28.59,20.35,24.21
5s_Spirogyra-grevilleana-1,-41.34,47.89,52.62,49.70
5s_Acanthamoeba-castellanii-1,-41.34,30.70,34.78,15.97
5s_Hyphomicrobium-sp.-2,-41.46,52.12,57.16,57.75
5s_Nocardiopsis-dassonvillei-1,-41.47,43.98,44.35,46.11
5s_Oryza-sativa-2,-41.51,33.72,28.98,30.66
5s_Lactobacillus-plantarum-1,-41.71,52.23,63.37,51.62
5s_Lycopersicon-esculentum-1,-41.75,24.45,20.28,11.31
5s_Salmonella-typhi-1,-41.81,48.96,47.94,57.14
5s_Lactococcus-lactis-2,-41.93,33.83,36.46,23.10
5s_Hyphodontia-paradoxa-1,-41.99,29.96,33.27,14.63
5s_Amphibacillus-xylanus-1,-42.06,33.82,23.42,35.97
5s_Methanococcus-voltae-2,-42.20,29.18,34.88,10.46
5s_Xenopus-laevis-4,-42.24,28.14,29.34,12.83
5s_Thermotoga-neapolitana-1,-42.30,30.90,26.25,24.15
5s_Bifidobacterium-longum-2,-42.32,44.12,45.01,45.04
5s_Leptospira-biflexa-1,-42.41,44.97,44.35,48.15
5s_Methanothermobacter-thermautotrophicus-1,-42.48,31.93,45.29,8.01
5s_Bacillus-anthracis-1,-42.54,41.09,53.21,27.52
5s_Bacillus-cereus-2,-42.54,41.09,53.21,27.52
5s_Erysipelothrix-rhusiopathiae-3,-42.69,43.10,42.26,44.34
5s_Haloferax-volcanii-3,-42.73,49.81,60.34,46.35
5s_Rickettsia-moozeri-1,-42.86,40.20,49.03,28.71
5s_Chlamydia-muridarum-2,-42.94,42.00,42.04,41.02
5s_Ascobolus-immersus-2,-42.96,24.20,13.62,16.02
5s_Mycoplasma-haemofelis-1,-43.25,48.44,50.09,51.98
5s_Escherichia-coli-4,-43.29,50.78,51.53,57.52
5s_Salmonella-typhimurium-3,-43.60,49.85,48.65,57.30
5s_Grimontia-hollisae-1,-43.60,27.22,22.70,15.37
5s_Bacillus-cereus-1,-43.80,41.41,52.75,27.69
5s_Erwinia-carotovora-2,-43.86,40.34,21.55,55.62
5s_Blastopirellula-marina-1,-43.87,44.18,43.98,44.68
5s_Staphylococcus-aureus-1,-43.87,47.14,58.06,39.50
5s_Christiansenia-pallida-1,-43.95,36.97,49.89,17.06
5s_Xenopus-borealis-3,-43.95,52.55,53.44,60.26
5s_Saccharothrix-mutabilis-1,-44.08,33.71,28.59,28.46
5s_Haemophilus-aegyptius-1,-44.15,24.11,17.27,10.92
5s_Shewanella-putrefaciens-1,-44.28,21.46,14.91,5.19
5s_Bacillus-clausii-1,-44.43,45.67,45.44,47.14
5s_Chlamydophila-pneumoniae-1,-44.51,42.66,41.99,41.50
5s_Hyphomicrobium-vulgare-1,-44.71,49.41,51.08,52.44
5s_Saccharomonospora-cyanea-1,-44.85,35.42,33.01,28.39
5s_Bacillus-cereus-9,-44.88,41.41,51.71,27.64
5s_Bacillus-thuringiensis-5,-44.88,41.41,51.71,27.64
5s_Bacillus-cereus-5,-44.89,41.41,51.71,27.64
5s_Bacillus-thuringiensis-1,-44.89,41.41,51.71,27.64
5s_Streptomyces-griseus-3,-45.00,44.80,45.10,44.30
5s_Fusobacterium-nucleatum-3,-45.20,29.37,20.14,22.77
5s_Micrococcus-luteus-4,-45.22,50.17,48.54,56.76
5s_F_florifoWE,-45.42,34.17,42.54,14.56
5s_Metasequoia-glyptostroboides-1,-45.48,53.64,68.60,46.85
5s_Leptothrix-discophora-1,-45.75,28.68,28.72,11.57
5s_Bartonella-henselae-1,-45.85,48.26,46.93,52.01
5s_Bacillus-anthracis-4,-45.88,41.41,50.83,27.52
5s_Bacillus-anthracis-8,-45.88,41.41,50.83,27.52
5s_Caulobacter-spinosum-1,-45.96,47.26,48.94,46.89
5s_Lactuca-sativa-1,-45.99,35.67,52.32,8.69
5s_Lactobacillus-delbrueckii-1,-45.99,48.44,48.26,51.05
5s_Caulobacter-crescentus-1,-46.03,48.16,51.10,47.35
5s_Harpalus-rufipes-1,-46.06,25.95,19.99,11.79
5s_Vibrio-parahaemolyticus-2,-46.19,30.06,22.37,21.63
5s_Hyphomicrobium-sp.-1,-46.46,39.84,57.16,15.89
5s_Verrucomicrobium-spinosum-1,-46.47,37.84,35.34,31.72
5s_Acidiphilium-cryptum-1,-46.49,36.12,59.23,2.63
5s_Fusarium-asiaticum-4,-46.63,42.89,39.12,42.91
5s_Fusarium-cerealis-5,-46.63,42.89,39.12,42.91
5s_Fusarium-culmorum-5,-46.63,42.89,39.12,42.91
5s_Fusarium-lunulosporum-5,-46.63,42.89,39.12,42.91
5s_Fusarium-pseudograminearum-5,-46.63,42.89,39.12,42.91
5s_Fusarium-sporotrichioides-4,-46.63,42.89,39.12,42.91
5s_Pichia-membranifaciens-1,-46.65,27.86,22.69,14.25
5s_Bacillus-cereus-10,-46.72,42.38,47.40,33.02
5s_Mesorhizobium-loti-1,-46.79,56.61,65.77,57.27
5s_Vibrio-cyclosites-1,-46.79,56.61,65.77,57.27
5s_Vibrio-harveyi-2,-46.88,27.01,18.69,15.46
5s_Streptomyces-sp.-2,-46.89,25.98,20.37,10.69
5s_Streptomyces-ambofaciens-1,-46.90,41.54,40.16,37.57
5s_Pteridium-aquilinum-1,-46.91,36.13,54.88,6.61
5s_Candidatus-Pelagibacter-ubique-1,-46.95,47.87,48.48,48.17
5s_Lactococcus-lactis-1,-47.01,37.83,40.46,26.02
5s_Alcaligenes-faecalis-2,-47.07,45.41,48.66,40.49
5s_Lactococcus-lactis-4,-47.12,45.70,54.49,35.50
5s_Acidithiobacillus-ferrooxidans-3,-47.36,19.58,8.57,2.82
5s_Thiobacillus-sp.-1,-47.36,19.58,8.57,2.82
5s_Paracoccus-versutus-1,-47.42,43.28,43.69,38.72
5s_Wolbachia-endosymbiont-of-B.-malayi-1,-47.47,56.27,63.34,58.01
5s_Flexibacter-sp.-1,-47.53,51.84,53.86,54.12
5s_Actinokineospora-riparia-1,-47.53,28.44,32.72,5.08
5s_Isosphaera-pallida-1,-47.69,40.97,36.64,38.58
5s_Chlamydophila-abortus-1,-47.70,41.78,35.79,41.84
5s_Alcaligenes-faecalis-1,-47.74,45.53,48.36,40.49
5s_Streptomyces-nodosus-2,-47.75,38.69,37.86,30.45
5s_Rhodobacter-capsulatus-2,-47.78,37.08,36.74,26.72
5s_Acyrthosiphon-magnoliae-1,-47.86,25.63,19.84,9.21
5s_Kutzneria-albida-1,-47.87,47.37,55.23,39.02
5s_Ligia-oceanica-1,-47.91,35.60,48.21,10.67
5s_Sporolactobacillus-inulinus-1,-48.20,33.26,28.30,23.28
5s_Emericella-heterothallica-1,-48.21,35.65,3.48,55.26
5s_Emericella-nidulans-7,-48.21,35.65,3.48,55.26
5s_Tropheryma-whipplei-1,-48.45,43.49,46.88,35.13
5s_Rhizoctonia-globularis-1,-48.45,33.66,37.67,14.85
5s_Saccharopolyspora-hirsuta-1,-48.52,47.33,43.20,50.28
5s_Magnolia-kobus-1,-48.64,33.16,45.85,4.99
5s_Magnolia-stellata-1,-48.64,33.16,45.85,4.99
5s_Fusarium-culmorum-6,-48.73,37.43,26.78,36.78
5s_Frankia-sp.-2,-48.82,55.13,58.48,58.11
5s_Bacillus-halodurans-1,-48.90,44.28,50.04,33.90
5s_Methanocaldococcus-jannaschii-1,-48.94,38.11,48.93,16.44
5s_Planococcus-citreus-1,-49.20,31.75,22.52,23.53
5s_Symbiobacterium-thermophilum-1,-49.24,46.01,41.87,46.94
5s_Symbiobacterium-thermophilum-4,-49.24,46.01,41.87,46.94
5s_Symbiobacterium-thermophilum-2,-49.25,46.00,41.76,46.99
5s_Pseudonocardia-compacta-1,-49.27,24.45,15.04,9.05
5s_Halorubrum-distributum-6,-49.62,39.43,32.19,36.48
5s_Comamonas-terrigena-2,-49.64,43.16,43.46,36.38
5s_Thermotoga-sp.-2,-49.71,38.19,39.31,25.56
5s_Saccharomonospora-azurea-1,-49.74,27.95,19.49,14.63
5s_Acanthamoeba-castellanii-2,-49.97,35.79,40.93,16.47
5s_Agrobacterium-vitis-1,-49.99,50.54,57.44,44.19
5s_Fusarium-sporotrichioides-1,-50.10,34.20,25.29,27.20
5s_Haemonchus-contortus-1,-50.32,42.98,50.84,27.78
5s_Trichostrongylus-colubriformis-1,-50.32,42.98,50.84,27.78
5s_Escherichia-coli-5,-50.35,45.22,31.98,53.31
5s_Thraustochytrium-visurgense-2,-50.38,31.82,37.66,7.41
5s_Roseococcus-thiosulfatophilus-2,-50.42,58.19,62.00,62.16
5s_Bacteroides-fragilis-2,-50.43,43.91,33.52,47.78
5s_Moritella-marina-1,-50.51,44.42,43.38,39.39
5s_Staphylococcus-epidermidis-2,-50.58,54.52,58.59,54.40
5s_Saccharomyces-cerevisiae-4,-50.63,51.91,48.88,56.24
5s_Natrinema-sp.-1,-50.78,39.40,59.05,8.37
5s_Lactococcus-lactis-3,-50.89,35.78,29.61,26.85
5s_Neurospora-crassa-12,-50.99,41.12,37.13,35.24
5s_Bjerkandera-adusta-1,-51.02,35.69,41.48,14.56
5s_Buchnera-aphidicola-3,-51.08,51.56,52.25,51.35
5s_T_cruziE,-51.08,54.44,54.22,58.02
5s_Fusobacterium-varium-1,-51.14,36.05,34.14,22.85
5s_Homarus-gammarus-1,-51.28,38.72,53.18,11.70
5s_Caulobacter-crescentus-2,-51.30,49.42,49.10,47.86
5s_Cyanophora-paradoxa-1,-51.39,40.07,41.07,27.75
5s_Rhodobacter-capsulatus-3,-51.57,44.03,41.63,38.91
5s_Bacteroides-capillosus-1,-51.80,45.05,42.73,40.60
5s_Fusobacterium-nucleatum-1,-51.86,30.18,15.89,22.78
5s_Lactobacillus-acidophilus-1,-51.90,53.89,58.31,51.45
5s_Anthoceros-punctatus-1,-51.92,44.93,69.48,13.39
5s_Comamonas-terrigena-1,-52.17,41.40,35.65,36.38
5s_Mycoplasma-mycoides-1,-52.17,42.48,40.31,34.96
5s_Thiomicrospira-pelophila-1,-52.19,41.58,44.87,27.67
5s_Acremonium-persicinum-2,-52.19,24.95,16.45,6.19
5s_Haloferax-volcanii-1,-52.23,53.68,62.45,46.38
5s_Haloferax-volcanii-2,-52.23,53.68,62.45,46.38
5s_Natronomonas-pharaonis-1,-52.44,25.91,21.48,3.82
5s_Symbiobacterium-thermophilum-3,-52.44,47.82,43.98,47.05
5s_Amycolatopsis-methanolica-1,-52.60,47.33,54.82,34.55
5s_Auricularia-auricula-judae-1,-52.84,32.75,31.29,14.13
5s_Brucella-melitensis-1,-52.94,40.12,42.65,24.77
5s_Juniperus-media-1,-53.05,56.03,54.80,60.23
5s_Hyphomicrobium-sp.-7,-53.14,33.84,41.72,6.67
5s_Hyphomicrobium-vulgare-2,-53.14,33.84,41.72,6.67
5s_Fusobacterium-mortiferum-2,-53.17,35.89,31.72,22.78
5s_Saccharopolyspora-gregorii-1,-53.19,49.82,45.85,50.43
5s_Penicillium-chrysogenum-1,-53.21,20.14,2.85,4.35
5s_Penicillium-griseofulvum-1,-53.21,20.14,2.85,4.35
5s_Mycoplasma-mycoides-2,-53.40,42.39,40.23,33.52
5s_Yersinia-pestis-1,-53.56,31.44,18.82,21.94
5s_Yersinia-pseudotuberculosis-1,-53.56,31.44,18.82,21.94
5s_Ehrlichia-ruminantium-1,-53.72,40.24,37.00,29.99
5s_Neurospora-crassa-13,-53.77,46.38,56.35,29.03
5s_Neurospora-intermedia-1,-53.77,46.38,56.35,29.03
5s_Lactobacillus-plantarum-3,-53.78,52.18,52.76,49.99
