header,score,dist_natc_tend,dist_natc_tend_rev,dist_natc_subopt
5s_Candidatus-Tremblaya-princeps-1,-16.86,25.00,50.21,7.93
5s_Saccharomyces-cerevisiae-7,-16.88,21.04,30.71,15.54
5s_Campylobacter-jejuni-3,-16.88,17.40,17.31,18.00
5s_Perkinsus-andrewsi-2,-17.01,15.77,15.01,15.31
5s_Hyphomonas-oligotropha-1,-17.64,40.87,54.02,50.93
5s_Pyrenophora-graminea-1,-17.84,23.05,27.09,24.22
5s_Chlorobium-limicola-1,-17.87,12.94,10.05,10.90
5s_Aurelia_aurita-1,-18.24,27.20,39.77,23.61
5s_Achromobacter-denitrificans-1,-18.42,19.69,14.04,26.59
5s_Planctomyces-limnophilus-1,-18.64,23.75,22.90,29.72
5s_Bacillus-licheniformis-5,-18.78,31.16,33.13,41.55
5s_Fusarium-pseudograminearum-3,-18.83,35.23,49.99,36.87
5s_Emericella-nidulans-2,-18.88,7.96,1.74,3.25
5s_Andrias-japonicus-2,-18.90,38.88,57.74,40.01
5s_Emericella-nidulans-6,-19.06,7.94,1.54,3.22
5s_Tremella-mesenterica-2,-19.12,30.26,46.28,25.38
5s_Escherichia-coli-2,-19.16,40.08,43.18,57.89
5s_Listonella-anguillarum-1,-19.31,19.52,19.07,20.17
5s_Mycoplasma-pulmonis-1,-19.48,17.02,17.93,13.64
5s_Rhodobacter-sphaeroides-3,-19.52,26.38,33.50,26.12
5s_Zymomonas-mobilis-1,-19.77,32.55,41.57,36.32
5s_Chlorella-sp.-1,-19.78,34.54,52.80,31.03
5s_Colwellia-psychrerythraea-3,-19.87,38.19,55.86,38.84
5s_Xanthomonas-oryzae-1,-20.26,7.63,0.05,2.58
5s_Loofah-witches-broom-phytoplasma-1,-20.38,20.13,20.03,19.97
5s_Lupinus-angustifolius-1,-20.43,19.77,33.74,5.12
5s_Lupinus-luteus-1,-20.43,19.77,33.74,5.12
5s_Leuconostoc-mesenteroides-1,-20.66,20.98,29.95,12.34
5s_Dehalococcoides-ethenogenes-1,-20.67,45.00,59.76,54.57
5s_Vibrio-mediterranei-1,-20.67,22.29,25.51,20.68
5s_Thiobacillus-thioparus-1,-20.69,19.76,25.19,13.39
5s_Medicago-sativa-1,-20.88,11.48,8.45,5.12
5s_Vicia-faba-1,-20.88,11.48,8.45,5.12
5s_Porphyra-tenera-1,-21.02,21.36,33.89,9.19
5s_Proteus-vulgaris-1,-21.04,46.45,54.97,63.35
5s_Fusobacterium-mortiferum-1,-21.08,17.49,22.81,8.60
5s_Candidatus-Phytoplasma-asteris-1,-21.16,29.08,44.81,21.28
5s_Rubrivivax-gelatinosus-1,-21.35,17.39,16.41,14.39
5s_Acyrthosiphon-magnoliae-1,-21.42,16.19,17.95,9.21
5s_Streptomyces-nodosus-3,-21.62,30.33,35.01,34.37
5s_Vibrio-harveyi-2,-21.76,22.21,29.42,15.46
5s_Cunninghamella-elegans-1,-21.76,28.88,34.71,30.18
5s_Chlorella-pyrenoidosa-1,-21.85,40.54,58.23,41.54
5s_Sabellastarte-japonica-1,-21.93,22.64,42.03,3.96
5s_Vibrio-fischeri-3,-22.21,17.02,12.02,16.83
5s_Saccharopolyspora-hirsuta-1,-22.31,39.30,45.32,50.28
5s_Coemansia-mojavensis-1,-22.47,21.73,20.16,22.54
5s_Rhodobacter-capsulatus-1,-22.48,30.34,36.63,31.93
5s_Streptomyces-cinereus-1,-22.57,16.09,15.63,10.08
5s_Lethenteron-japonicum-1,-22.69,21.02,33.88,6.48
5s_Lethenteron-reissneri-1,-22.69,21.02,33.88,6.48
5s_Euplotes-eurystomus-1,-22.78,18.37,19.47,12.87
5s_Enchytraeus-albidus-1,-22.84,20.26,33.50,4.42
5s_E_glandulE,-22.93,17.63,12.79,17.18
5s_Ralstonia-solanacearum-2,-22.94,23.37,23.04,24.13
5s_Tenebrio-molitor-1,-23.10,15.75,15.15,9.00
5s_Aeromonas-media-1,-23.10,35.40,61.30,21.81
5s_Mytilus-edulis-1,-23.16,19.18,29.85,4.52
5s_Mytilus-galloprovincialis-2,-23.16,19.18,29.85,4.52
5s_Alcaligenes-sp.-1,-23.32,16.82,14.03,13.12
5s_Phaseolus-vulgaris-2,-23.41,24.99,46.06,5.49
5s_Prauserella-rugosa-1,-23.42,20.79,21.67,17.28
5s_Mycobacterium-leprae-2,-23.47,11.41,4.25,6.52
5s_Acidovorax-facilis-1,-23.50,16.07,14.39,10.32
5s_Acidovorax-temperans-1,-23.50,16.07,14.39,10.32
5s_Comamonas-testosteroni-1,-23.50,16.07,14.39,10.32
5s_Delftia-acidovorans-1,-23.50,16.07,14.39,10.32
5s_Bacteroides-fragilis-1,-23.70,29.87,27.34,38.57
5s_Bacteroides-fragilis-4,-23.70,29.87,27.34,38.57
5s_Bacteroides-fragilis-5,-23.70,29.87,27.34,38.57
5s_Erwinia-carotovora-1,-23.87,44.27,53.25,55.71
5s_Lycopersicon-esculentum-1,-23.89,15.86,12.37,11.31
5s_Lactobacillus-delbrueckii-2,-23.91,41.19,44.16,55.51
5s_Acidovorax-delafieldii-1,-24.27,16.50,14.40,10.82
5s_Gluconacetobacter-xylinus-1,-24.30,21.60,30.42,10.08
5s_Schizosaccharomyces-pombe-1,-24.48,22.35,37.98,4.60
5s_Ascobolus-immersus-3,-24.59,25.42,13.29,38.39
5s_Vibrio-tubiashii-1,-24.76,22.10,20.82,20.72
5s_Mycobacterium-leprae-1,-24.85,11.60,3.44,6.52
5s_Leptospira-interrogans-2,-25.00,41.34,45.71,53.30
5s_Bacteroides-fragilis-3,-25.11,30.70,35.76,31.22
5s_Emplectonema-gracile-2,-25.36,32.11,54.79,16.18
5s_Neurospora-crassa-15,-25.41,20.89,32.93,4.32
5s_Mycoplasma-sp.-1,-25.42,31.00,31.80,35.79
5s_Photobacterium-damselae-1,-25.48,25.13,24.41,25.51
5s_Nocardiopsis-dassonvillei-1,-25.53,38.50,43.84,46.11
5s_Bartonella-quintana-2,-25.54,36.35,52.25,31.27
5s_Brevibacterium-casei-1,-25.85,35.28,41.54,38.45
5s_Thermomyces-lanuginosus-1,-25.87,10.73,1.98,4.35
5s_Bacillus-anthracis-6,-25.88,41.88,72.25,27.52
5s_Branchiostoma-belcheri-1,-25.88,27.99,33.79,24.32
5s_Phycomyces-blakesleeanus-1,-25.94,24.00,24.00,22.07
5s_Esch_coli5B,-26.04,36.37,25.88,57.21
5s_Bacillus-methanolicus-8,-26.05,33.07,39.78,33.37
5s_Brucella-suis-1,-26.32,33.44,49.25,24.77
5s_Ustilentyloma-fluitans-1,-26.41,18.74,21.24,8.57
5s_Emericella-heterothallica-1,-26.57,27.86,1.75,55.26
5s_Emericella-nidulans-7,-26.57,27.86,1.75,55.26
5s_Planococcus-kocurii-1,-26.90,27.33,26.67,28.43
5s_Candidatus-Portiera-aleyrodidarum-1,-27.29,27.16,28.45,25.75
5s_Schizosaccharomyces-pombe-2,-27.36,36.62,54.61,27.88
5s_Erythromicrobium-hydrolyticum-1,-27.45,39.05,49.22,40.48
5s_Acremonium-persicinum-1,-27.50,28.03,28.02,28.57
5s_Onchocerca-cervicalis-1,-27.52,27.93,28.02,28.25
5s_Mycoplasma-capricolum-1,-27.56,35.16,44.94,32.99
5s_Streptococcus-mutans-3,-27.64,42.76,53.16,47.49
5s_Vibrio-nereis-1,-27.77,24.55,21.52,24.37
5s_Urocystis-primulicola-1,-27.78,25.33,42.99,5.22
5s_Ustilago-longissima-1,-27.78,25.33,42.99,5.22
5s_Brugia-malayi-1,-28.02,28.08,27.99,28.24
5s_Dirofilaria-immitis-1,-28.03,28.09,27.99,28.24
5s_Mytilus-edulis-2,-28.18,21.18,29.93,5.42
5s_Leptospira-interrogans-1,-28.29,43.48,48.85,53.30
5s_Taxus-baccata-1,-28.37,41.30,50.67,44.86
5s_Tuberoidobacter-mutans-1,-28.61,44.46,60.93,43.84
5s_Halorubrum-distributum-1,-28.71,34.19,63.67,10.19
5s_Bacillus-clausii-3,-28.79,42.59,51.01,47.98
5s_Vibrio-vulnificus-1,-28.86,20.55,14.00,18.80
5s_Pirellula-sp.-1,-29.34,25.69,40.97,6.76
5s_Thiomicrospira-pelophila-1,-29.49,33.92,44.59,27.67
5s_Deinococcus-radiodurans-1,-29.81,31.40,46.83,17.54
5s_Candida-antarctica-1,-29.97,26.06,41.99,6.22
5s_Yersinia-pestis-5,-30.00,32.30,30.03,36.87
5s_Prasinocladus-sp.-1,-30.12,31.01,31.33,31.58
5s_Corynebacterium-diphtheriae-2,-30.21,41.49,52.23,42.02
5s_Sporosarcina-pasteurii-1,-30.40,25.73,22.57,24.21
5s_Cryptococcus-laurentii-1,-30.59,24.90,37.96,6.16
5s_Halocynthia-roretzi-1,-30.80,19.36,22.55,4.74
5s_Pseudomonas-aeruginosa-3,-30.85,24.16,24.63,17.00
5s_Pasteurella-multocida-2,-30.87,16.48,11.81,6.77
5s_Crossiella-cryophila-1,-30.90,36.01,37.76,39.38
5s_Esch_coli2B,-31.06,49.84,59.95,58.51
5s_Micrococcus-luteus-1,-31.08,36.20,42.73,34.77
5s_Bacillus-subtilis-6,-31.14,41.32,58.80,34.04
5s_Caulobacter-spinosum-1,-31.18,42.66,49.92,46.89
5s_Methanospirillum-hungatei-1,-31.19,23.82,23.42,16.84
5s_Gloiopeltis-complanata-1,-31.33,29.95,8.14,50.37
5s_Dryopteris-acuminata-1,-31.40,36.28,71.00,6.44
5s_Bacillus-methanolicus-7,-31.46,31.73,30.36,33.37
5s_Clostridium-acetobutylicum-3,-31.63,35.38,41.39,33.14
5s_Salmonella-enterica-1,-31.73,45.28,46.66,57.46
5s_Salmonella-enterica-6,-31.73,45.28,46.66,57.46
5s_Salmonella-typhimurium-1,-31.73,45.28,46.66,57.46
5s_Vibrio-parahaemolyticus-1,-31.77,27.41,29.71,20.76
5s_Urechis-unicinctus-1,-31.93,21.85,29.14,4.49
5s_Nocardia-asteroides-1,-32.22,36.94,40.59,38.00
5s_Sandaracinobacter-sibiricus-1,-32.25,53.04,67.87,58.99
5s_Escherichia-coli-15,-32.33,47.75,52.61,58.32
5s_Christiansenia-pallida-1,-32.36,32.38,47.70,17.06
5s_Streptomyces-sp.-2,-32.57,20.47,18.15,10.69
5s_Mycoplasma-sp.-2,-32.65,33.19,31.15,35.79
5s_Rhcoc_fas1B,-32.70,24.19,31.10,8.75
5s_Dugesia-japonica-2,-32.74,35.00,35.00,37.25
5s_Thermomicrobium-roseum-1,-32.91,58.91,64.85,78.96
5s_Saccharomyces-cerevisiae-6,-32.94,23.05,21.01,15.21
5s_Saccharomyces-pastorianus-1,-32.94,23.05,21.01,15.21
5s_Sphingomonas-ursincola-1,-32.97,25.77,6.72,37.62
5s_Tinca-tinca-1,-33.07,52.08,59.08,64.10
5s_Bombyx-mori-1,-33.18,20.55,18.60,9.86
5s_Escherichia-coli-1,-33.47,48.21,52.84,58.32
5s_Salmonella-typhimurium-2,-33.47,48.21,52.84,58.32
5s_Verrucomicrobium-spinosum-1,-33.59,34.72,38.84,31.72
5s_Bacillus-anthracis-4,-33.76,41.88,64.36,27.52
5s_Bacillus-anthracis-8,-33.76,41.88,64.36,27.52
5s_Achromobacter-xylosoxidans-1,-33.78,22.53,20.63,13.18
5s_Vitreoscilla-stercoraria-1,-33.84,19.41,12.46,11.93
5s_Paracoccus-sp.-1,-33.86,41.03,50.54,38.69
5s_Renibacterium-salmoninarum-1,-34.14,26.10,21.17,23.01
5s_Mycoplasma-flocculare-1,-34.14,34.66,35.30,34.52
5s_Caulobacter-crescentus-1,-34.24,43.11,47.75,47.35
5s_Streptosporangium-roseum-1,-34.29,49.92,60.88,54.59
5s_Acholeplasma-laidlawii-2,-34.36,14.47,0.00,9.06
5s_Erythrobacter-longus-1,-34.37,20.42,12.92,13.96
5s_Cryptobranchus-alleganiensis-1,-34.46,54.93,74.13,56.21
5s_Methanocaldococcus-jannaschii-2,-34.55,35.85,56.58,16.43
5s_Phascolopsis-gouldii-1,-34.59,25.65,37.86,4.49
5s_Geodermatophilus-obscurus-1,-34.91,35.13,35.17,35.30
5s_Chlamydia-muridarum-1,-35.05,39.55,42.58,41.03
5s_Akkesiphycus-lubricum-1,-35.27,24.88,33.69,5.69
5s_Scytosiphon-lomentaria-1,-35.27,24.88,33.69,5.69
5s_Bacillus-cereus-7,-35.44,44.43,70.20,27.64
5s_Bacillus-thuringiensis-3,-35.44,44.43,70.20,27.64
5s_Caulobacter-crescentus-2,-35.52,44.42,49.87,47.86
5s_Ralstonia-pickettii-1,-35.55,26.30,16.69,26.66
5s_Mycoplasma-pneumoniae-1,-35.55,29.41,7.46,45.22
5s_Porphyra-umbilicalis-1,-35.63,27.12,26.39,19.35
5s_Hyphodontia-paradoxa-1,-35.64,27.59,32.50,14.63
5s_Halichondria-japonica-1,-35.65,25.62,31.57,9.64
5s_Hymeniacidon-sanguinea-1,-35.65,25.62,31.57,9.64
5s_Weissella-viridescens-1,-35.68,43.96,57.28,38.93
5s_Anaerorhabdus-furcosa-1,-35.68,35.07,27.48,42.04
5s_Neurospora-crassa-9,-35.71,14.47,2.37,5.33
5s_Borrelia-burgdorferi-1,-35.71,14.82,3.13,5.62
5s_Pseudomonas-stutzeri-2,-35.86,28.00,27.16,20.97
5s_Amycolatopsis-methanolica-1,-35.96,44.94,64.31,34.55
5s_Leptospira-biflexa-1,-36.09,42.62,43.63,48.15
5s_Escherichia-coli-6,-36.50,34.31,34.36,32.09
5s_Candida-magnoliae-1,-36.81,15.60,4.00,6.00
5s_Corynebacterium-glutamicum-1,-36.94,40.45,47.67,36.74
5s_Erysipelothrix-tonsillarum-1,-37.06,41.96,41.42,47.38
5s_Nocardia-farcinica-1,-37.16,38.18,40.73,36.64
5s_Brachionus-plicatilis-1,-37.19,31.63,53.68,4.03
5s_Vitreoscilla-filiformis-1,-37.26,20.06,10.77,12.14
5s_Candidatus-Tremblaya-princeps-2,-37.29,45.27,49.17,49.36
5s_Platymonas-subcordiformis-1,-37.50,33.83,34.47,29.53
5s_Methanosarcina-acetivorans-2,-37.65,50.71,64.40,50.07
5s_Acetobacter-aceti-2,-37.66,37.14,36.95,36.81
5s_Saccharomonospora-cyanea-1,-37.71,35.41,40.15,28.39
5s_Halorubrum-distributum-3,-37.75,31.12,29.31,26.30
5s_Chlamydomonas-reinhardtii-1,-37.96,41.00,45.85,39.19
5s_Actinokineospora-riparia-1,-38.14,15.15,2.24,5.08
5s_Desulfurococcus-mobilis-1,-38.16,31.55,35.76,20.73
5s_Lentinula-edodes-1,-38.23,21.60,11.00,15.58
5s_Corynebacterium-diphtheriae-1,-38.27,41.72,44.86,42.02
5s_Ascobolus-immersus-2,-38.45,23.65,16.47,16.02
5s_Bacillus-anthracis-1,-38.54,41.00,56.93,27.52
5s_Bacillus-cereus-2,-38.54,41.00,56.93,27.52
5s_Bacillus-cereus-1,-38.95,41.00,56.36,27.69
5s_Drosophila-melanogaster-2,-39.11,28.23,19.92,25.66
5s_Sepia-officinalis-1,-39.27,49.30,52.42,56.20
5s_Brucella-abortus-1,-39.31,40.24,56.65,24.77
5s_Brucella-melitensis-3,-39.31,40.24,56.65,24.77
5s_Brucella-suis-2,-39.31,40.24,56.65,24.77
5s_Lactobacillus-plantarum-2,-39.53,52.13,61.49,55.36
5s_Thermotoga-sp.-3,-39.68,30.02,26.05,24.34
5s_Shigella-flexneri-3,-39.74,48.62,40.33,65.81
5s_Spiroplasma-melliferum-1,-39.75,28.35,20.61,24.70
5s_Porphyromonas-gingivalis-1,-39.92,42.98,28.03,60.98
5s_Filobasidiella-depauperata-1,-40.07,23.10,16.53,12.72
5s_Escherichia-coli-14,-40.22,51.52,55.34,58.99
5s_Thraustochytrium-visurgense-2,-40.29,25.14,27.71,7.41
5s_Chlorobium-limicola-2,-40.60,26.59,24.05,15.13
5s_Corynebacterium-variabile-1,-40.64,42.66,43.95,43.40
5s_Vibrio-parahaemolyticus-2,-40.69,30.68,29.71,21.63
5s_Haliclona-oculata-1,-40.69,34.07,50.47,11.03
5s_Flavobacterium-johnsoniae-1,-40.71,49.36,58.29,49.08
5s_Listeria-innocua-2,-40.72,39.83,49.52,29.24
5s_Listeria-ivanovii-1,-40.72,39.83,49.52,29.24
5s_Listeria-monocytogenes-2,-40.72,39.83,49.52,29.24
5s_Erysipelothrix-rhusiopathiae-1,-40.77,43.37,44.02,45.31
5s_Desulfovibrio-vulgaris-1,-40.79,34.01,29.94,31.29
5s_Artemia-sp.-1,-40.87,29.20,36.33,10.39
5s_Marchantia-polymorpha-1,-40.89,34.06,52.87,8.43
5s_Artemia-sp.-3,-41.02,30.34,40.76,9.23
5s_Symbiobacterium-thermophilum-3,-41.10,47.65,54.82,47.05
5s_Wolbachia-pipientis-1,-41.13,37.11,36.38,33.81
5s_Oenococcus-oeni-1,-41.27,44.64,43.96,48.68
5s_Streptomyces-griseus-3,-41.28,43.56,45.10,44.30
5s_Plesiomonas-shigelloides-1,-41.59,45.97,45.71,50.62
5s_Vibrio-gazogenes-1,-41.59,45.97,45.71,50.62
5s_Mycoplasma-mycoides-3,-41.67,37.82,36.72,35.06
5s_Amycolatopsis-lactamdurans-1,-41.75,37.24,35.02,34.96
5s_Neurospora-crassa-12,-41.82,36.95,33.79,35.24
5s_Mycoplasma-hyopneumoniae-1,-41.91,39.00,38.93,36.16
5s_Arthrobacter-luteus-1,-41.95,15.52,0.00,4.60
5s_Chlamydophila-caviae-1,-41.98,42.63,42.39,43.52
5s_Archaeoglobus-fulgidus-1,-42.00,26.12,27.28,9.08
5s_Wolbachia-endosymbiont-of-D.-melanogaster-1,-42.05,31.57,26.35,26.32
5s_Saccharothrix-mutabilis-1,-42.13,32.82,27.87,28.46
5s_Mycoplasma-hyopneumoniae-2,-42.18,39.00,38.93,35.89
5s_Thiovulum-sp.-1,-42.32,35.88,38.56,26.75
5s_Vibrio-cholerae-2,-42.34,25.00,22.47,10.20
5s_Thermotoga-sp.-2,-42.50,34.55,35.59,25.56
5s_Chlamydophila-pneumoniae-1,-42.55,42.01,41.99,41.50
5s_Chlamydia-trachomatis-1,-42.63,41.46,41.01,40.73
5s_Vibrio-parahaemolyticus-4,-42.65,28.49,22.06,20.75
5s_Symbiobacterium-thermophilum-2,-42.82,44.53,43.80,46.99
5s_Neurospora-crassa-13,-42.85,43.03,57.20,29.03
5s_Neurospora-intermedia-1,-42.85,43.03,57.20,29.03
5s_Chlamydia-muridarum-2,-42.86,42.00,42.12,41.02
5s_Symbiobacterium-thermophilum-1,-42.88,44.55,43.83,46.94
5s_Symbiobacterium-thermophilum-4,-42.88,44.55,43.83,46.94
5s_Bombyx-mori-2,-42.91,22.02,13.05,10.11
5s_Staphylococcus-aureus-3,-43.00,37.70,38.37,31.74
5s_Spirochaeta-aurantia-1,-43.02,43.89,39.48,49.19
5s_Neurospora-crassa-1,-43.06,26.62,32.49,4.32
5s_Agrobacterium-tumefaciens-7,-43.07,36.92,52.41,15.28
5s_Misgurnus-fossilis-14,-43.13,58.01,68.92,61.98
5s_Cystobacter-fuscus-1,-43.26,27.44,26.39,12.68
5s_Beta-vulgaris-1,-43.43,24.00,23.59,4.99
5s_Brassica-napus-1,-43.43,24.00,23.59,4.99
5s_Spinacia-oleracea-1,-43.43,24.00,23.59,4.99
5s_Lactobacillus-plantarum-1,-43.44,52.16,61.43,51.62
5s_Haloferax-volcanii-1,-43.75,50.57,61.59,46.38
5s_Haloferax-volcanii-2,-43.75,50.57,61.59,46.38
5s_Micrococcus-luteus-4,-43.88,49.21,47.00,56.76
5s_Lactococcus-lactis-2,-43.94,35.10,38.27,23.10
5s_Rhodobacter-capsulatus-2,-43.95,36.48,38.77,26.72
5s_Frankia-sp.-2,-43.95,52.72,56.09,58.11
5s_Helianthus-annuus-1,-44.06,23.59,18.01,8.69
5s_Phaseolus-vulgaris-1,-44.06,23.59,18.01,8.69
5s_Lactobacillus-acidophilus-1,-44.11,51.51,58.96,51.45
5s_Thermus-sp.-2,-44.21,39.98,63.72,12.02
5s_Saccharomyces-cerevisiae-4,-44.33,49.39,47.60,56.24
5s_Erysipelothrix-rhusiopathiae-2,-44.34,44.15,41.97,46.15
5s_Isosphaera-pallida-1,-44.43,40.97,39.91,38.58
5s_Mycobacterium-bovis-1,-44.43,17.76,3.92,4.93
5s_Erysipelothrix-rhusiopathiae-3,-44.45,43.35,41.25,44.34
5s_Erwinia-carotovora-2,-44.51,51.38,54.03,55.62
5s_Penicillium-chrysogenum-1,-44.53,16.87,1.74,4.35
5s_Penicillium-griseofulvum-1,-44.53,16.87,1.74,4.35
5s_Mycobacterium-tuberculosis-2,-44.58,17.78,3.83,4.93
5s_Streptomyces-griseus-1,-44.60,40.82,40.51,37.35
5s_Streptomyces-violaceus-1,-44.60,40.82,40.51,37.35
5s_Amphibacillus-xylanus-1,-44.63,34.15,21.85,35.97
5s_Mycobacterium-tuberculosis-3,-44.81,17.86,3.83,4.93
5s_Fusobacterium-nucleatum-3,-44.90,29.02,19.40,22.77
5s_Methylococcus-capsulatus-1,-45.00,26.63,8.10,26.80
5s_Blastopirellula-marina-1,-45.03,44.56,43.98,44.68
5s_Micrococcus-luteus-2,-45.04,27.58,28.47,9.22
5s_Mycoplasma-haemofelis-1,-45.05,48.29,47.85,51.98
5s_Escherichia-coli-5,-45.13,48.00,45.55,53.31
5s_Oryza-sativa-2,-45.15,34.17,26.69,30.66
5s_Vitreoscilla-beggiatoides-1,-45.17,34.96,22.10,37.60
5s_Calyptogena-magnifica-1,-45.26,25.37,26.33,4.52
5s_Cerastoderma-edule-1,-45.26,25.37,26.33,4.52
5s_Cerastoderma-glaucum-1,-45.26,25.37,26.33,4.52
5s_Pyrococcus-horikoshii-1,-45.31,34.55,44.73,13.61
5s_Pyrococcus-horikoshii-2,-45.31,34.55,44.73,13.61
5s_Planococcus-citreus-1,-45.50,31.51,25.49,23.53
5s_Fusarium-asiaticum-4,-46.01,41.83,36.57,42.91
5s_Fusarium-cerealis-5,-46.01,41.83,36.57,42.91
5s_Fusarium-culmorum-5,-46.01,41.83,36.57,42.91
5s_Fusarium-lunulosporum-5,-46.01,41.83,36.57,42.91
5s_Fusarium-pseudograminearum-5,-46.01,41.83,36.57,42.91
5s_Fusarium-sporotrichioides-4,-46.01,41.83,36.57,42.91
5s_Thiomonas-intermedia-1,-46.32,30.73,32.10,13.76
5s_Saccharopolyspora-gregorii-1,-46.34,47.61,46.05,50.43
5s_Bacillus-clausii-1,-46.38,45.71,43.61,47.14
5s_Clavibacter-michiganensis-1,-46.44,46.67,49.23,44.35
5s_Acidiphilium-cryptum-1,-46.50,36.23,59.55,2.63
5s_Emericella-nidulans-1,-46.61,35.81,1.77,59.04
5s_Bacillus-halodurans-4,-46.64,37.92,33.12,33.99
5s_Mesorhizobium-loti-1,-46.66,57.56,68.77,57.27
5s_Vibrio-cyclosites-1,-46.66,57.56,68.77,57.27
5s_Pasteurella-multocida-1,-46.82,31.13,39.30,7.28
5s_Lycopodium-clavatum-1,-46.92,53.59,74.67,39.17
5s_Acidithiobacillus-ferrooxidans-1,-46.92,19.31,8.36,2.67
5s_Lactococcus-lactis-4,-47.05,43.82,48.90,35.50
5s_Bartonella-henselae-1,-47.17,48.78,47.15,52.01
5s_Candida-rugopelliculosa-1,-47.26,34.78,26.68,30.41
5s_Corynebacterium-glutamicum-2,-47.33,42.44,42.30,37.69
5s_Streptomyces-ambofaciens-1,-47.37,41.71,40.19,37.57
5s_Fusobacterium-nucleatum-1,-47.40,28.13,14.22,22.78
5s_Neurospora-intermedia-3,-47.47,28.11,32.49,4.36
5s_Moritella-marina-1,-47.47,44.46,46.53,39.39
5s_Wolbachia-endosymbiont-of-B.-malayi-1,-47.48,56.54,64.12,58.01
5s_Rhodobacter-capsulatus-3,-47.50,42.52,41.16,38.91
5s_Candidatus-Pelagibacter-ubique-1,-47.56,47.86,47.84,48.17
5s_Alcaligenes-faecalis-2,-47.60,45.52,48.45,40.49
5s_Streptomyces-nodosus-2,-47.64,39.03,39.00,30.45
5s_Thiomonas-cuprina-1,-47.68,31.06,29.64,15.86
5s_Paracentrotus-lividus-1,-47.78,24.64,22.88,3.27
5s_Pseudocentrotus-depressus-1,-47.78,24.64,22.88,3.27
5s_Alcaligenes-faecalis-1,-47.98,45.52,48.10,40.49
5s_Brevibacterium-linens-2,-48.01,49.35,58.43,41.62
5s_Puccinia-suaveolens-1,-48.09,24.00,14.32,9.60
5s_Acanthamoeba-castellanii-2,-48.19,34.70,39.45,16.47
5s_Sporolactobacillus-inulinus-1,-48.43,33.64,29.20,23.28
5s_Fusarium-culmorum-2,-48.47,19.56,4.24,5.98
5s_Fusarium-lunulosporum-2,-48.47,19.56,4.24,5.98
5s_Fusarium-pseudograminearum-2,-48.47,19.56,4.24,5.98
5s_Roseococcus-thiosulfatophilus-2,-48.57,57.57,62.00,62.16
5s_Yersinia-pseudotuberculosis-3,-48.66,28.67,16.10,21.24
5s_Arthrobacter-globiformis-2,-48.94,36.05,35.19,24.00
5s_Lactococcus-lactis-1,-49.02,39.10,42.27,26.02
5s_Streptomyces-griseus-2,-49.06,37.61,38.00,25.76
5s_Methanocaldococcus-jannaschii-1,-49.11,38.76,50.71,16.44
5s_Brevibacterium-linens-1,-49.22,45.79,45.53,42.63
5s_Ulva-pertusa-1,-49.58,43.17,33.95,45.99
5s_Lactobacillus-johnsonii-1,-49.67,60.50,65.94,65.89
5s_Streptomyces-coelicolor-5,-49.69,20.77,5.07,7.55
5s_Haemonchus-contortus-1,-49.75,43.04,51.58,27.78
5s_Trichostrongylus-colubriformis-1,-49.75,43.04,51.58,27.78
5s_Comamonas-terrigena-2,-49.81,43.22,43.46,36.38
5s_Pyrococcus-woesei-1,-49.93,34.98,37.65,17.36
5s_Rhodobacter-sphaeroides-1,-50.04,45.85,41.84,45.68
5s_Mycobacterium-smegmatis-3,-50.17,19.17,1.98,5.35
5s_Bacteroides-fragilis-2,-50.30,42.57,29.62,47.78
5s_Trichoplax-adhaerens-1,-50.32,40.71,39.64,32.15
5s_Nemopsis-dofleini-1,-50.35,28.52,23.38,11.85
5s_Lactuca-sativa-1,-50.47,37.11,52.17,8.69
5s_Sterkiella-nova-1,-50.53,52.12,52.54,53.28
5s_Aspergillus-flavus-1,-50.63,19.32,2.72,4.61
5s_Streptomyces-nodosus-4,-50.72,28.93,23.65,12.44
5s_Atractiella-solani-1,-50.92,37.19,40.86,19.79
5s_Halorubrum-distributum-6,-51.11,39.90,32.10,36.48
5s_Streptomyces-coelicolor-2,-51.14,21.25,4.52,8.09
5s_Streptomyces-lividans-1,-51.14,21.25,4.52,8.09
5s_Bacillus-halodurans-1,-51.15,44.01,46.99,33.90
5s_Frankia-sp.-3,-51.18,52.46,49.23,56.99
5s_Escherichia-coli-13,-51.19,50.35,41.67,58.18
5s_Comamonas-terrigena-1,-51.21,44.08,44.67,36.38
5s_Ascobolus-immersus-1,-51.26,30.29,26.15,13.48
5s_Salmonella-enterica-7,-51.30,51.45,45.54,57.52
5s_Staphylococcus-epidermidis-2,-51.47,55.00,59.13,54.40
5s_Salmonella-enterica-8,-51.49,48.69,37.87,56.70
5s_Weissella-viridescens-2,-51.56,25.51,6.46,18.52
5s_Bacteroides-capillosus-1,-51.65,45.02,42.82,40.60
5s_Methanothermobacter-thermautotrophicus-3,-51.72,41.99,66.36,7.89
5s_Bursaphelenchus-xylophilus-1,-51.91,53.25,52.16,55.69
5s_Neurospora-crassa-2,-51.93,20.83,8.38,2.19
5s_Hyphomicrobium-sp.-1,-52.02,41.51,56.62,15.89
5s_Mycoplasma-mycoides-1,-52.17,42.48,40.31,34.96
5s_Locusta-migratoria-1,-52.25,60.00,68.14,59.61
5s_Rickettsia-felis-1,-52.27,28.68,15.60,18.17
