header,score,dist_natc_tend,dist_natc_tend_rev,dist_natc_subopt
srp_Ther.fusc._CP000088,-72.40,48.67,47.93,25.68
srp_Sphi.witt._CP000699,-72.73,53.61,46.48,41.64
srp_Ajel.caps._CV620298,-74.05,63.69,66.28,50.76
srp_Fran.tula._CP000608,-74.39,27.30,3.00,4.52
srp_Acin.baum._CP000521,-74.46,31.57,16.33,3.92
srp_Acti.succ._CP000746,-74.46,31.57,16.33,3.92
srp_Alca.bork._AM286690,-74.46,31.57,16.33,3.92
srp_Pseu.fluo._CP000076,-75.49,46.77,58.18,6.64
srp_Meso.flor._AE017263,-75.77,49.40,68.84,3.59
srp_Myco.syno._AE017245,-75.77,49.40,68.84,3.59
srp_Ther.ther._AE017221,-75.77,49.40,68.84,3.59
srp_Ther.ther._AP008226,-75.77,49.40,68.84,3.59
srp_Ther.ther._X12643,-75.77,49.40,68.84,3.59
srp_Arth.sp.._CP000454,-76.07,27.45,2.35,3.93
srp_Chla.pneu._AE001624,-76.18,61.14,52.82,54.41
srp_Chla.pneu._AE002198,-76.18,61.14,52.82,54.41
srp_Woli.succ._BX571662,-76.29,40.44,38.24,6.81
srp_Ther.mari._AE000512,-76.35,55.21,49.04,40.24
srp_Ther.petr._CP000702,-76.35,55.21,49.04,40.24
srp_Rhod.spec._CP000431,-76.36,49.80,50.72,22.33
srp_Proc.mari._AJ237851,-76.44,50.71,38.15,37.54
srp_Leis.guya._AY722727,-77.12,48.31,42.51,25.31
srp_Leis.guya._AY722728,-77.12,48.31,42.51,25.31
srp_Borr.gari._CP000013,-78.05,38.32,17.47,19.44
srp_Symb.ther._AP006840,-78.71,49.21,50.72,18.20
srp_Crit.fasc._AY781797,-81.85,30.59,4.06,5.85
srp_Crit.luci._AY781798,-81.85,30.59,4.06,5.85
srp_Legi.pneu._CR628336,-83.98,49.55,55.84,8.83
srp_Haem.ducr._AE017143,-84.24,33.91,7.08,10.43
srp_Proc.mari._AE017165,-84.32,61.89,51.06,50.29
srp_Borr.burg._AE001151,-84.34,39.71,15.47,19.33
srp_Myco.geni._L43967,-84.60,31.91,3.00,8.12
srp_Trop.whip._AE016852,-84.62,50.89,53.71,14.34
srp_Cory.effi._BA000035,-85.43,40.45,21.97,13.94
srp_Rhod.palu._CP000250,-85.44,37.58,9.23,18.05
srp_Colw.psyc._CP000083,-85.97,41.67,34.78,4.28
srp_Buch.aphi._AE016826,-88.49,58.00,49.44,36.07
srp_Buch.aphi._BA000003,-88.49,58.00,49.44,36.07
srp_Myco.smeg._CP000480,-89.48,42.02,29.37,7.19
srp_Baci.clau._AP006627,-91.06,55.35,60.00,14.98
srp_Pseu.ento._CT573326,-92.32,46.04,39.80,5.99
srp_Azoa.spec._CR555306,-92.39,55.11,60.44,12.49
srp_Rals.eutr._AM260479,-92.39,55.11,60.44,12.49
srp_Rals.meta._CP000352,-92.39,55.11,60.44,12.49
srp_Mann.succ._AE016827,-95.10,38.89,17.38,4.20
srp_Meth.caps._AE017282,-95.10,38.89,17.38,4.20
srp_Phot.prof._CR378666,-95.10,38.89,17.38,4.20
srp_Shew.loih._CP000606,-96.73,34.75,4.00,3.53
srp_Pseu.aeru._AE004091,-97.54,45.82,28.29,11.64
srp_Meth.ferv._S49762,-98.15,62.08,40.74,47.35
srp_Leis.aeth._AY722730,-99.17,35.09,1.45,4.65
srp_Geob.kaus._BA000043,-102.14,49.16,28.27,17.07
srp_Vibr.vuln._AE016795,-103.40,37.61,5.24,4.20
srp_Bloc.flor._BX248585,-104.08,56.46,40.26,25.02
srp_Psyc.ingr._CP000510,-104.08,56.46,40.26,25.02
srp_Baci.anth._AE017024,-105.99,62.14,65.26,15.17
srp_Vibr.chol._CP000627,-107.41,41.35,9.16,7.46
srp_Shew.putr._CP000681,-107.82,58.38,63.13,4.20
srp_Shew.spec._CP000503,-107.82,58.38,63.13,4.20
srp_Soda.glos._AP008232,-107.82,58.38,63.13,4.20
srp_Esch.coli._AE005174,-108.24,38.89,4.24,4.20
srp_Esch.coli._BA000007,-108.24,38.89,4.24,4.20
srp_Esch.coli._CP000247,-108.24,38.89,4.24,4.20
srp_Esch.coli._U00096,-108.24,38.89,4.24,4.20
srp_Esch.coli._U82664,-108.24,38.89,4.24,4.20
srp_Salm.ente._CP000026,-108.24,38.89,4.24,4.20
srp_Pseu.aeru._CP000438,-109.11,55.90,36.65,21.94
srp_Leis.braz._AY722724,-109.57,56.11,33.05,25.71
srp_Leis.braz._AY722725,-109.57,56.11,33.05,25.71
srp_Leis.braz._AY722726,-109.57,56.11,33.05,25.71
srp_Leis.braz._AY781790,-109.57,56.11,33.05,25.71
srp_Leis.braz._AY781791,-109.57,56.11,33.05,25.71
srp_Ther.elon._BA000039,-113.18,41.47,9.20,2.04
srp_Baci.cere._AE016998,-113.95,62.10,65.17,7.17
srp_Baci.cere._AE017264,-113.95,62.10,65.17,7.17
srp_Baci.cere._CP000001,-113.95,62.10,65.17,7.17
srp_Rals.sola._AL646052,-114.43,58.66,56.36,5.18
srp_Xant.axon._AE011739,-116.56,52.04,29.25,10.30
srp_Vibr.harv._CP000789,-117.95,48.53,19.90,7.74
srp_Pers.amer._X65992,-119.01,70.27,59.88,31.94
srp_Giar.lamb._GSP-184922,-123.23,98.54,97.89,74.50
srp_Anto.locu._GSP-278021,-131.97,68.21,62.84,9.82
srp_Ther.ther._AE017306,-132.78,67.94,67.45,3.59
srp_Urea.parv._AE002112,-132.78,67.94,67.45,3.59
srp_Pseu.fluo._CP000094,-133.00,53.44,20.67,6.64
srp_Pseu.mend._CP000680,-133.00,53.44,20.67,6.64
srp_Leis.majo._AY722713,-144.81,73.30,46.37,28.72
srp_Leis.majo._AY722714,-144.81,73.30,46.37,28.72
srp_Leis.majo._AY722715,-144.81,73.30,46.37,28.72
srp_Pseu.stut._CP000304,-145.39,60.49,32.22,3.85
srp_Shig.flex._AE014073,-159.78,57.50,6.00,6.72
srp_Heli.pylo._BD010626,-171.20,59.59,3.04,4.51
srp_Pseu.aeru._AE004581,-190.09,74.45,27.88,5.37
