header,score,dist_natc_tend,dist_natc_tend_rev,dist_natc_subopt
srp_Acti.succ._CP000746,-70.84,32.36,22.33,3.92
srp_Alca.bork._AM286690,-70.84,32.36,22.33,3.92
srp_Chla.pneu._AE001624,-70.92,59.42,52.93,54.41
srp_Chla.pneu._AE002198,-70.92,59.42,52.93,54.41
srp_Ther.mari._AE000512,-71.07,52.85,47.25,40.24
srp_Ther.petr._CP000702,-71.07,52.85,47.25,40.24
srp_Esch.coli._AE005174,-71.30,36.70,34.59,4.20
srp_Esch.coli._BA000007,-71.30,36.70,34.59,4.20
srp_Esch.coli._CP000247,-71.30,36.70,34.59,4.20
srp_Esch.coli._U00096,-71.30,36.70,34.59,4.20
srp_Esch.coli._U82664,-71.30,36.70,34.59,4.20
srp_Salm.ente._CP000026,-71.30,36.70,34.59,4.20
srp_Pseu.aeru._M31829,-71.65,28.26,9.56,3.59
srp_Dech.arom._CP000089,-73.02,34.99,28.35,3.59
srp_Nitr.eutr._CP000450,-73.02,34.99,28.35,3.59
srp_Nitr.mult._CP000103,-73.02,34.99,28.35,3.59
srp_Pseu.aeru._X14404,-73.02,34.99,28.35,3.59
srp_Thio.deni._CP000116,-73.02,34.99,28.35,3.59
srp_Buch.aphi._AE016826,-73.30,55.05,55.79,36.07
srp_Buch.aphi._BA000003,-73.30,55.05,55.79,36.07
srp_Woli.succ._BX571662,-73.99,38.75,35.45,6.81
srp_Haem.ducr._U32175,-75.87,33.36,16.21,8.01
srp_Proc.mari._AJ237851,-76.20,50.68,38.29,37.54
srp_Rhod.spec._CP000431,-76.83,49.75,50.10,22.33
srp_Symb.ther._AP006840,-76.95,49.36,52.91,18.20
srp_Meso.flor._AE017263,-77.20,49.30,67.10,3.59
srp_Myco.syno._AE017245,-77.20,49.30,67.10,3.59
srp_Ther.ther._AE017221,-77.20,49.30,67.10,3.59
srp_Ther.ther._AP008226,-77.20,49.30,67.10,3.59
srp_Ther.ther._X12643,-77.20,49.30,67.10,3.59
srp_Mann.succ._AE016827,-77.28,38.06,32.70,4.20
srp_Meth.caps._AE017282,-77.28,38.06,32.70,4.20
srp_Phot.prof._CR378666,-77.28,38.06,32.70,4.20
srp_Myco.geni._L43967,-77.70,29.61,3.00,8.12
srp_Haem.ducr._AE017143,-77.78,31.74,7.02,10.43
srp_Rhod.palu._CP000250,-79.29,36.37,11.78,18.05
srp_Pseu.fluo._CP000076,-79.87,48.22,58.14,6.64
srp_Azoa.spec._CR555306,-80.31,50.71,59.34,12.49
srp_Rals.eutr._AM260479,-80.31,50.71,59.34,12.49
srp_Rals.meta._CP000352,-80.31,50.71,59.34,12.49
srp_Chro.viol._AE016918,-81.19,35.55,20.29,5.18
srp_Crit.fasc._AY781797,-81.85,30.59,4.07,5.85
srp_Crit.luci._AY781798,-81.85,30.59,4.07,5.85
srp_Trop.whip._AE016852,-82.12,50.94,56.37,14.34
srp_Colw.psyc._CP000083,-82.67,40.89,35.73,4.28
srp_Proc.mari._AE017165,-84.24,61.86,51.06,50.29
srp_Borr.burg._AE001151,-85.58,40.44,16.42,19.33
srp_Cory.effi._BA000035,-86.53,42.94,28.36,13.94
srp_Rals.sola._AL646052,-87.18,49.79,57.01,5.18
srp_Leis.majo._AY722713,-87.94,58.60,59.15,28.72
srp_Leis.majo._AY722714,-87.94,58.60,59.15,28.72
srp_Leis.majo._AY722715,-87.94,58.60,59.15,28.72
srp_Pseu.aeru._CP000438,-90.54,53.18,47.05,21.94
srp_Baci.clau._AP006627,-90.96,55.39,60.21,14.98
srp_Vibr.fisc._CP000020,-91.59,42.64,24.44,11.89
srp_Vibr.vuln._AE016795,-95.89,35.13,5.32,4.20
srp_Bloc.flor._BX248585,-95.93,52.77,37.35,25.02
srp_Psyc.ingr._CP000510,-95.93,52.77,37.35,25.02
srp_Leis.guya._AY722727,-98.66,60.57,57.73,25.31
srp_Leis.guya._AY722728,-98.66,60.57,57.73,25.31
srp_Leis.aeth._AY722730,-99.17,35.09,1.45,4.65
srp_Leis.braz._AY722724,-99.22,60.24,55.79,25.71
srp_Leis.braz._AY722725,-99.22,60.24,55.79,25.71
srp_Leis.braz._AY722726,-99.22,60.24,55.79,25.71
srp_Leis.braz._AY781790,-99.22,60.24,55.79,25.71
srp_Leis.braz._AY781791,-99.22,60.24,55.79,25.71
srp_Meth.ferv._S49762,-99.50,60.92,35.90,47.35
srp_Pseu.puti._AE015451,-99.97,43.27,25.98,3.85
srp_Pseu.puti._AE016790,-99.97,43.27,25.98,3.85
srp_Ther.elon._BA000039,-103.64,41.79,19.71,2.04
srp_Xant.axon._AE011739,-112.98,51.67,31.73,10.30
srp_Geob.kaus._BA000043,-113.54,51.90,25.09,17.07
srp_Baci.anth._AE017024,-116.93,54.60,31.68,15.17
srp_Ence.cuni._AL590449,-117.78,69.99,75.40,16.79
srp_Giar.lamb._GSP-184922,-118.50,97.49,99.48,74.50
srp_Shew.loih._CP000606,-124.12,43.88,4.00,3.53
srp_Vibr.chol._CP000627,-125.47,51.59,21.83,7.46
srp_Baci.cere._AE016998,-127.46,53.33,25.34,7.17
srp_Baci.cere._AE017264,-127.46,53.33,25.34,7.17
srp_Baci.cere._CP000001,-127.46,53.33,25.34,7.17
srp_Shig.flex._AE014073,-132.99,54.88,24.93,6.72
srp_Ther.ther._AE017306,-135.51,67.83,64.38,3.59
srp_Urea.parv._AE002112,-135.51,67.83,64.38,3.59
srp_Pseu.aeru._AE004091,-135.56,61.18,36.34,11.64
srp_Shew.putr._CP000681,-142.24,58.96,30.44,4.20
srp_Shew.spec._CP000503,-142.24,58.96,30.44,4.20
srp_Soda.glos._AP008232,-142.24,58.96,30.44,4.20
srp_Pseu.stut._CP000304,-142.91,59.75,32.48,3.85
srp_Anto.locu._GSP-278021,-146.58,71.60,58.40,9.82
srp_Pseu.fluo._CP000094,-150.10,61.20,26.86,6.64
srp_Pseu.mend._CP000680,-150.10,61.20,26.86,6.64
srp_Heli.pylo._BD010626,-164.16,59.20,8.92,4.51
srp_Pseu.aeru._AE004581,-186.54,73.40,28.29,5.37
